date,startup,vertical,subvertical,city,investors,round,amount
2018-05-14,Nykaa,Consumer Internet,Beauty e-tailer,Mumbai,Consumer Internet,Private Equity,198.0
2018-05-16,mfine,Healthcare,Doctor-Consultation App,Bangalore,Healthcare,Private Equity,34.65
2018-05-21,Rocketium,Technology,Online Video Creation Platform,Bangalore,Technology,Seed/ Angel Funding,2.475
2018-05-21,MilkBasket,Technology,Micro-Delivery Grocery Startup,Gurugram,Technology,Private Equity,57.75
2018-05-22,Vola,Finance,Micro Lending Platform,Bangalore,Finance,Seed/ Angel Funding,4.125
2018-05-22,Cashkumar,Consumer Internet,P2P Lending Platform,Bangalore,Consumer Internet,Seed/ Angel Funding,6.06375
2018-05-23,Edyoo,E-Commerce,Products For Shoolgoing Children,Bangalore,E-Commerce,Seed/ Angel Funding,6.06375
2018-05-23,Aashiyaan,Finance,Housing Finance For Low-Income Families,Kolkata,Finance,Seed/ Angel Funding,16.5
2018-05-24,Smartivity,Ed-tech,Designer Of Toys and Learning Projects For Kids,Delhi,Ed-tech,Seed/ Angel Funding,16.5
2018-05-24,Bonphulapl,Clean-tech,Oxygen Optimiser Manufacturer,Delhi,Clean-tech,Seed/ Angel Funding,2.41725
2018-05-27,Acko,Consumer Internet,Online Insurance Platform,Mumbai,Consumer Internet,Seed/ Angel Funding,99.0
2018-05-28,HWell24,Healthcare,Home Healthcare Aggregator,Mumbai,Healthcare,Seed/ Angel Funding,1.65
2018-05-29,Toffee,Consumer Internet,Online Insurance Platform,Gurugram,Consumer Internet,Seed/ Angel Funding,12.375
2018-05-29,Tonetag,Technology,Mobile Payments Technology Platform,Bangalore,Technology,Private Equity,66.0
2018-05-30,Events High,Consumer Internet,Events and Activities Discovery Platform,Bangalore,Consumer Internet,Private Equity,0.0
2018-05-30,Stellaps,Technology,Iot Application Platform In Agriculture,Bangalore,Technology,Private Equity,115.5
2018-05-31,Credright,Consumer Internet,Lending Platform For SMEs,Hyderabad,Consumer Internet,Seed/ Angel Funding,10.725
2018-02-04,Fitternity,Consumer Internet,Online Fitness Discovey Platform,Mumbai,Consumer Internet,Private Equity,16.5
2018-02-04,Synctag,Technology,Social Media Anlaytics Platform,Coimbatore,Technology,Seed / Angel Funding,2.5377
2018-02-04,Benepik,Technology,Enhanced Employee Engagement Platform,Gurugram,Technology,Seed / Angel Funding,0.0
2018-02-04,Finzy,Consumer Internet,Online Loan Matchmaking Platform,Bangalore,Consumer Internet,Seed / Angel Funding,10.725
2018-04-04,Varthana,Finance,Loans and Services To Affordable Private Schools in India,Bangalore,Finance,Private Equity,453.75
2018-05-04,IndigoLearn,Ed-Tech,Online Education Platform,Hyderabad,Ed-Tech,Seed / Angel Funding,1.2375
2018-05-04,Vedantu,Ed-Tech,Interactive Online Tutoring Platform,Bangalore,Ed-Tech,Private Equity,82.5
2018-09-04,Kaleidofin,Fiinance,Digital Financial Services Platform,Chennai,Fiinance,Seed / Angel Funding,23.1
2018-09-04,Pipabella,Consumer Internet,Fashion Accessories Etailer,Mumbai,Consumer Internet,Seed / Angel Funding,8.25
2018-09-04,Elemential,Technology,Blockchain Platform,Mumbai,Technology,Seed / Angel Funding,0.0
2018-09-04,Kriger Campus,Ed-Tech,Mobile-Based Education Network,Delhi,Ed-Tech,Seed / Angel Funding,0.380655
2018-10-04,Loanzen,Finance,Digital Lending Platform In Logistics,Bangalore,Finance,Seed / Angel Funding,0.0
2018-10-04,TravelTriangle,Consumer Internet,Online Travel Marketplace,Gurugram,Consumer Internet,Private Equity,99.0
2018-12-04,Letsmd,Healthcare,Platform To Discover Healthcare Financing Options,Delhi,Healthcare,Seed / Angel Funding,8.25
2018-12-04,AyeFinance,Finance,Online Lending Platform,Gurugram,Finance,Debt Funding,37.95
2018-04-13,mintifi,Finance,Online Lending Platform,Mumbai,Finance,Seed / Angel Funding,16.5
2018-04-16,icanstay,Consumer Internet,Online Platform For Luxury Hotel Stay For Business Travelers,Delhi,Consumer Internet,Seed / Angel Funding,4.125
2018-04-16,Pregbuddy,Healthcare,Connected Care App For Pregnant Women,Bangalore,Healthcare,Seed / Angel Funding,0.0
2018-04-18,Coverfox,Consumer Internet,Online Insurance Aggregator,Mumbai,Consumer Internet,Private Equity,181.5
2018-04-19,Lenskart,Consumer Internet,Online Eyewear Retailer,Faridabad,Consumer Internet,Private Equity,0.0
2018-04-19,mamaearth,Healthcare,Online Baby care Products,Gurugram,Healthcare,Private Equity,0.0
2018-04-19,Fyle Technologies,Technology,AI Based Expense Management Platform,Bangalore,Technology,Seed / Angel Funding,9.075
2018-04-19,True Balance,Technology,Mobile Balance Checking App,Gurugram,Technology,Private Equity,189.75
2018-04-22,Visit,Healthcare,AI Driven Health tech Platform,Delhi,Healthcare,Private Equity,0.0
2018-04-22,Doxper,Healthcare,Digitized Health-Tech Solutions For Practitioners,Mumbai,Healthcare,Seed / Angel Funding,15.675
2018-04-22,Nykaa,Consumer Internet,Beauty e-tailer,Mumbai,Consumer Internet,Private Equity,90.75
2018-04-23,Mihuru,Finance,Online Platform Providing Micro Loans For Air Travel,Mumbai,Finance,Seed / Angel Funding,1.2375
2018-04-23,Capital Float,Finance,Online Lending Platform,Bangalore,Finance,Private Equity,181.5
2018-04-25,Trip shelf,Consumer Internet,Online Travel Marketplace,Delhi,Consumer Internet,Seed / Angel Funding,2.0295
2018-04-26,POPxo,Technology,Women Focussed Digital Media Platform,Delhi,Technology,Private Equity,45.375
2018-04-26,RailYatri,Consumer Internet,Online Travel Ticketing Platform,Noida,Consumer Internet,Private Equity,0.0
2018-04-27,1mg,Consumer Internet,Online Pharmacy Store,Gurugram,Consumer Internet,Private Equity,82.5
2018-04-29,Rubique,Consumer Internet,Online Lending MarketPlace,Mumbai,Consumer Internet,Private Equity,0.0
2018-04-30,Samco,Consumer Internet,Online Stock Broker,Mumbai,Consumer Internet,Private Equity,61.875
2018-04-30,MyLoanCare,Finance,B2C Online Loans Marketplace,Gurugram,Finance,Seed / Angel Funding,8.0685
2018-01-03,PharmEasy,Consumer Internet,Online Pharmacy Store,Mumbai,Consumer Internet,Private Equity,0.0
2018-01-03,Buddy4studdy,Consumer Internet,Online Scholarship Portal,Noida,Consumer Internet,Private Equity,24.75
2018-01-03,Urban Ladder,E-Commerce,Online Furniture Store,Bangalore,E-Commerce,Private Equity,99.0
2018-03-03,Kuvera,Consumer Internet,Online Financial Planning,Bangalore,Consumer Internet,Seed / Angel Funding,2.0625
2018-04-03,Gramophone,Technology,Agri-tech,Indore,Technology,Seed/Angel Funding,8.25
2018-05-03,Wellthy,Healthcare,Therapeutics,Mumbai,Healthcare,Private Equity,17.325
2018-05-03,MedGenome,Healthcare,"Genetic Screening, DNA Diagnostics Labs & Research Centers",Bangalore,Healthcare,Private Equity,82.5
2018-05-03,Finova Capital,Consumer Internet,Online Lending,Jaipur,Consumer Internet,Private Equity,49.5
2018-05-03,Hotelogix,Technology,Cloud based Online Hotel Management Software,Noida,Technology,Private Equity,41.25
2018-04-03,Livehealth,Consumer Internet,Health Service Aggregator Platform,Pune,Consumer Internet,Seed / Angel Funding,9.075
2018-06-03,Ad2pro,Technology,"Creative Design, Brand, Media and Technology Platform Solutions",Chennai,Technology,Debt Funding,80.025
2018-06-03,Coverfox,Consumer Internet,Online Insurance Aggregator,Mumbai,Consumer Internet,Private Equity,62.7
2018-08-03,Pepperfry,Consumer Internet,Online Furniture Shopping Store,Mumbai,Consumer Internet,Private Equity,316.8
2018-08-03,Magicpin,Consumer Internet,Hyperlocal Discovery,Gurugram,Consumer Internet,Debt Funding,8.25
2018-12-03,HealthCare,Consumer Internet,Healthcare Aggregator,Mumbai,Consumer Internet,Seed / Angel Funding,8.25
2018-03-13,PineLabs,Technology,Digital Payment Platform,Mumbai,Technology,Private Equity,676.5
2018-03-14,Stumagz,Consumer Internet,Online Communication and Collaboration Platform For Educational Institutions,Hyderabad,Consumer Internet,Seed / Angel Funding,0.0
2018-03-14,AvailFinance,Consumer Internet,Online Lending Platform,Bangalore,Consumer Internet,Private Equity,141.9
2018-03-15,Grofers,Consumer Internet,Online Grocery Shop,Gurugram,Consumer Internet,Private Equity,511.5
2018-03-19,Fingerlix,Consumer Internet,Ready To cook Food Solution,Mumbai,Consumer Internet,Debt Funding,10.8075
2018-03-19,Karma Healthcare,Healthcare,Technology enabled equitable healthcare for India,Udaipur,Healthcare,Seed / Angel Funding,4.125
2018-03-19,Zappfresh,Food & Beverages,Online Raw Meat E-tailer,Gurugram,Food & Beverages,Seed / Angel Funding,24.75
2018-03-19,CustomerSucessBox,Technology,Customer Success Software for B2B SaaS,Gurugram,Technology,Seed / Angel Funding,8.25
2018-03-21,GigIndia,Consumer Internet,Micro Jobs Provider For Students,Pune,Consumer Internet,Seed / Angel Funding,0.0
2018-03-22,Chargebee,Technology,Subscription Billing & Recurring Payments Software,Chennai,Technology,Private Equity,148.5
2018-03-22,i2i Funding,Consumer Internet,Online loan platform,Noida,Consumer Internet,Seed / Angel Funding,6.336
2018-03-22,Slang Labs,Technology,Voice-based assistant platform,Bangalore,Technology,Seed / Angel Funding,10.23
2018-03-22,UrbanPiper,Technology,Online ordering solution for restaurants and food chains,Bangalore,Technology,Seed / Angel Funding,0.0
2018-03-26,Cash Suvidha,Consumer Internet,Online loan platform,Delhi,Consumer Internet,Seed / Angel Funding,8.25
2018-03-28,Roadcast,Technology,Fleet management and asset monitoring platform,Delhi,Technology,Private Equity,2.0625
2018-03-28,Smartcoin,Finance,Micro lending company,Bangalore,Finance,Seed / Angel Funding,16.5
2018-03-27,The Print,Media,News portal,Delhi,Media,Seed / Angel Funding,4.41375
2018-03-27,DriveU,Technology,Professional Car Drivers Hiring App,Bangalore,Technology,Private Equity,24.75
2018-03-29,Fynd,Consumer Internet,O2O fashion ecommerce platform,Mumbai,Consumer Internet,Seed / Angel Funding,0.0
2018-01-02,BigBasket,Consumer Internet,Online Grocery & Food Store,Bangalore,Consumer Internet,Private Equity,2475.0
2018-01-02,Zomato,Food and Beverages,Food Ordering and Restaurant Discovery,Gurugram,Food and Beverages,Private Equity,1650.0
2018-05-02,Pratilipi,Publishing,E-Publishing,Bangalore,Publishing,Private Equity,35.475
2018-05-02,Asia Institute Of Medical Science,Healthcare,Super-specialty Hospital,Faridabad,Healthcare,Private Equity,173.25
2018-05-02,CollegeDekho,Consumer Internet,Online platform for Higher Education Services,Gurugram,Consumer Internet,Private Equity,16.5
2018-06-02,Foodmemories,Consumer Internet,Online Food Marketplace,Ahemdabad,Consumer Internet,Seed funding,0.0
2018-06-02,Healthi,Healthcare,Preventive Health Checkup,Bangalore,Healthcare,Private Equity,25.575
2018-07-02,Swiggy,Food and Beverages,Online Food Delivery,Bangalore,Food and Beverages,Private Equity,825.0
2018-08-02,Shape,Healthcare,"Online Portal for Diet,fitness and Beauty",Pune,Healthcare,Seed / Angle Funding,825.0
2018-08-02,Icertis,Consumer Internet,Enterprise Contract Management Platform,Pune,Consumer Internet,Private Equity,412.5
2018-09-02,healthifyme,Healthcare,Mobile Weight Loss Coach,Bangalore,Healthcare,Private Equity,99.0
2018-09-02,MedTel,Healthcare,Virtual health clinics,Bhubaneswar,Healthcare,Private Equity,0.0
2018-09-02,Rupeek,Consumer Internet,Online Gold Loan,Bangalore,Consumer Internet,Private Equity,56.3475
2018-09-02,WebEngage,Technology,Marketing Cloud for consumer businesses,Mumbai,Technology,Private Equity,0.0
2018-12-02,Lendingkart,Finance,Online Lending Platform,Bangalore,Finance,Private Equity,717.75
2018-12-02,Wydr,Consumer Internet,B2B Marketplace,Gurugram,Consumer Internet,Private Equity,0.0
2018-12-02,Cashify,E-Commerce,Online Selling,Gurugram,E-Commerce,Debt Funding,7.71448425
2018-02-13,holachef,Food and Beverages,Online Food Delivery,Mumbai,Food and Beverages,Seed / Angle Funding,2.5674
2018-02-13,Awaaz De,Technology,Mobile Solutions for Social Impact,Ahmedabad,Technology,Seed / Angle Funding,0.0
2018-02-13,IMAX Program,Ed-Tech,Individualised Progressive Learning Program,Bangalore,Ed-Tech,Private Equity,111.375
2018-02-14,Littlemore,Ed-Tech,Online Education Platform,Chennai,Ed-Tech,Private Equity,24.75
2018-02-14,Toppr,Ed-Tech,Online Education Platform,Mumbai,Ed-Tech,Private Equity,0.825
2018-02-14,Shirsa Labs,Ed-Tech,Integrated Kids Engagement Company,Mumbai,Ed-Tech,Private Equity,4.125
2018-02-14,MoneyOnMobile,Technology,mobile payment platform,Mumbai,Technology,Private Equity,41.25
2018-02-15,PetSutra,Consumer Internet,Online Pet Care Products,Gurugram,Consumer Internet,Seed / Angel Funding,1.2245805
2018-02-15,Infibeam,E-Commerce,Online Retailing,Ahemadabad,E-Commerce,Private Equity,51.3975
2018-02-16,happay,Finance,Expense Management,Bangalore,Finance,Seed / Angel Funding,2.0625
2018-02-16,Fincash,Finance,Fin-Tech,Mumbai,Finance,Seed / Angel Funding,1.2375
2018-02-19,AyeFinance,Finance,Online Lending,Gurugram,Finance,Private Equity,31.35
2018-02-20,Agricxlab,Agriculture,Agri-tech,Mumbai,Agriculture,Seed / Angel Funding,4.125
2018-02-21,Udaan,E-Commerce,B2B Marketplace,Bangalore,E-Commerce,Private Equity,412.5
2018-02-21,Capillary,IT,SaaS,Bangalore,IT,Private Equity,165.0
2018-02-21,The Healthy Billions,Healthcare,Analytics,Gurugram,Healthcare,Private Equity,17.325
2018-02-21,HighRadius,Technology,Cloud-based Software,Hyderabad,Technology,Private Equity,0.0
2018-02-26,Avishkaar Box,Ed-Tech,Education,Delhi,Ed-Tech,Private Equity,6.373125
2018-02-26,Planys Technologies,Technology,Robotic InspectionStartup,Chennai,Technology,Private Equity,8.58
2018-02-27,Lollypop,Technology,Digital Design,Bangalore,Technology,Seed / Angel Funding,0.0
2018-02-27,Trilyo,Technology,AI platform for hospitality industry,Mumbai,Technology,Seed / Angel Funding,2.0625
2018-02-28,Gaana,Technology,Online Music Streaming,Gurugram,Technology,Private Equity,948.75
2018-02-28,Credy,IT,SaaS,Bangalore,IT,Seed / Angel Funding,11.55
2018-02-28,Predible Health,Healthcare,Cancer radiology,Bangalore,Healthcare,Seed/Angel Funding,0.0
2018-02-01,CleverTap,Technology,Mobile App Analytics,Mumbai,Technology,Angel / Seed Funding,0.0
2018-04-01,EarlySalary,Finance,Online Lending,Pune,Finance,Private,129.525
2018-05-01,WOTU,E-commerce,Food and Beverages,Bangalore,E-commerce,Angel / Seed Funding,0.0
2018-08-01,DAAKI,E-commerce,Sports Nutrition Supplement etailer,Bangalore,E-commerce,Angel / Seed Funding,0.0
2018-09-01,Lendingkart,Finance,Online Lending,Ahmedabad,Finance,Debt Funding,38.775
2018-09-01,Kinsane Entertainment Inc,Entertainment,Digital Entertainment for Children,Mumbai,Entertainment,Seed/Angel Funding,20.625
2018-10-01,Tapzo,Technology,Personal Assistant,Bangalore,Technology,Private Equity,15.9225
2018-10-01,Appario Retail Pvt Ltd.,E-commerce,Retail,Delhi,E-commerce,Private Equity,155.43
2018-10-01,Samunnati,Finance,Agricultural Loan,Chennai,Finance,Private Equity,193.875
2018-10-01,Sahajanand Medical Technologies,Technology,Medical Devices,Surat,Technology,Private Equity,298.8975
2018-12-01,Kuants,Technology,Algorithmic Trading,Gurugram,Technology,Angel / Seed Funding,0.66
2018-12-01,Razorpay,Technology,Payment Gateway,Bangalore,Technology,Private Equity,165.0
2018-01-15,Streak,Technology,Algorithmic Trading,Bangalore,Technology,Angel / Seed Funding,2.92545
2018-01-15,pi Ventures,Finance,Venture Capital,Bangalore,Finance,Private Equity,206.25
2018-01-15,Newgen Software,Technology,IT,Delhi,Technology,Private Equity,165.0
2018-01-17,Rubix,Technology,Education,Pune,Technology,Private Equity,8.25
2018-01-18,ShareChat,Technology,Social,Bangalore,Technology,Private Equity,150.15
2018-01-22,Paperflite,Technology,IT,Chennai,Technology,Angel / Seed Funding,3.3
2018-01-22,HungerBox,Consumer Internet,Food and Beverages,Bangalore,Consumer Internet,Private Equity,20.625
2018-01-22,Skillate,Technology,Artificial Intellegence,Bangalore,Technology,Private Equity,0.0
2018-01-22,OptaCredit,Finance,Alternative Lending,Chennai,Finance,Private Equity,33.0
2018-01-22,AEON Learning,Technology,Education,Bangalore,Technology,Private Equity,26.4
2018-01-23,Milkbasket,E-commerce,Online Grocery,Gurugram,E-commerce,Private Equity,24.75
2018-01-24,NeoGrowth Credit,Finance,Digital Lending,Mumbai,Finance,Private Equity,387.75
2018-01-24,Rao IIT Academy,Education,Coaching Services,Mumbai,Education,Structured Debt,70.95
2018-01-24,Aye Finance,Finance,Online Lending,Gurugram,Finance,Term Loan,51.48
2018-01-25,Glassic,Ecommerce,Eyewear,Bangalore,Ecommerce,Angel / Seed Funding,0.0
2018-01-25,GreyAtom,Technology,Education,Mumbai,Technology,Private Equity,8.25
2018-01-26,Axio,Healthcare,Hemostatic Dressing Solutions,Bangalore,Healthcare,Private Equity,61.05
2018-01-29,eKincare,Healthcare,Technology,Hyderabad,Healthcare,Private Equity,12.375
2018-01-29,The Wedding Brigade,Consumer internet,Online Services,Mumbai,Consumer internet,Private Equity,8.25
2018-01-30,PeeSafe,Healthcare,Hygiene,Gurugram,Healthcare,Private Equity,8.25
2018-01-30,BrowserStack,Technology,Browser Testing,Mumbai,Technology,Private Equity,412.5
2018-01-30,Scapic,Technology,Virtual Reality,Bangalore,Technology,Angel / Seed Funding,4.125
2018-01-30,MoneyOnMobile,Technology,Mobile Payment Platform,Mumbai,Technology,Private Equity,62.7
2018-01-30,CureFit,Healthcare,Fitness,Bangalore,Healthcare,Debt Funding,82.5
2018-01-31,iNurture,Technology,Education Solutions,Bangalore,Technology,Private Equity,36.3
2017-01-12,Strata Enviro,Technology,IoT based air pollution controller,Mumbai,Technology,Private Equity,0.0
2017-05-12,Dunzo,Technology,Daily Task Management Mobile App,Bangalore,Technology,Private Equity,101.475
2017-05-12,Tata Housing,Real Estate,Residential Project,Mumbai,Real Estate,Private Equity,189.75
2017-05-12,HandyTrain,Technology,Mobile Learning Management Platform,Goa,Technology,Private Equity,8.25
2017-05-12,Mobycy,Technology,Bicycle sharing Platform,Gurugram,Technology,Seed/Angel Funding,4.125
2017-06-12,Greenlight Planet,Technology,Off-grid solar products platform,Mumbai,Technology,Private Equity,495.0
2017-06-12,Fintobox,Technology,Child Learning & Development Platform,Chennai,Technology,Private Equity,57.75
2017-07-12,Mswipe,Technology,Mobile point of sale services provider,Mumbai,Technology,Private Equity,82.5
2017-07-12,The Label Life,E-Commerce,Home Decor and Online Fashion Portal,Mumbai,E-Commerce,Private Equity,25.575
2017-07-12,Cygnus Hospitals,Healthcare,Super speciality Hospitals,Gurugram,Healthcare,Seed/Angel Funding,6.1875
2017-07-12,eShakti,Ecommerce,"""Women\\'s Fashion Clothing Online Platform""",Chennai,Ecommerce,Debt Funding,18.975
2017-08-12,Inshorts,Technology,Mobile News Curation App,Noida,Technology,Private Equity,41.25
2017-11-12,Vahdam Tea,E-Commerce,Online Platform Selling Indian Tea Globally,Delhi,E-Commerce,Private Equity,12.375
2017-11-12,Logic Roots,Technology,Educational Platform to Learn Mathematics,Mumbai,Technology,Seed/Angel Funding,0.4125
2017-11-12,Project Mudra,Technology,Assisting Visually Impaired to learn through Braille,Bangalore,Technology,Seed/Angel Funding,0.4125
